rera_no,project_name,promoter,location,district,pincode,state,last_modified,source
P51900002789,Four Seasons Private Residences Phase - 1,Provenance Land Private Limited,Ward GSouth,Mumbai City,400018,MAHARASHTRA,2021-09-09,maharera
P50300000544,GOVINDA SKY,Vijay Nanakram Talda,Amravati,Amravati,444606,MAHARASHTRA,2017-07-18,maharera
P50500014329,SDPL Aashray Dabha,SANDEEP DWELLERS PVT. LTD.,Nagpur (Urban),Nagpur,440023,MAHARASHTRA,2017-11-23,maharera
P50200002611,RIDDHI SIDDHI,TECTON BUILDERS AND DEVELOPERS PVT LTD,Washim,Washim,444505,MAHARASHTRA,2017-08-02,maharera
P52100001864,The Crown Greens,International Biotech Park Limited,Mulshi,Pune,411057,MAHARASHTRA,2018-09-28,maharera
P51600000085,ANANDVANN,SARVPPRATHAM DEVELOPERS PVT. LTD.,Igatpuri,Nashik,422403,MAHARASHTRA,2017-06-28,maharera
P51600008182,Laxmi Chayya,Laxmikripa Developers,Nashik,Nashik,422004,MAHARASHTRA,2021-09-09,maharera
P52800004038,KOHINOOR PRESTIGE,JAIN AND JAIN CONSTRUCTION COMPANY,Ratnagiri,Ratnagiri,415612,MAHARASHTRA,2017-08-07,maharera
P51500002341,FLORENZA VILLAS,Mahesh Vithalrao Labhshetwar,Aurangabad,Aurangabad,431005,MAHARASHTRA,2021-09-09,maharera
P50500000854,Gokul,Radha Madhav Developers,Hingna,Nagpur,441122,MAHARASHTRA,2022-08-12,maharera
P49900000069,Vasukamal Samruddhi,Vasukamal & Associates,Jalgaon,Jalgaon,425001,MAHARASHTRA,2020-01-08,maharera
P51600001180,OM APARTMENT,BHAVIN HEMANTKUMAR BHARATIA,Nashik,Nashik,422002,MAHARASHTRA,2017-07-27,maharera
P51700005959,nakshatra,Harshal Ramdas Navghare,Ambarnath,Thane,421503,MAHARASHTRA,2026-04-13,maharera
P51800000052,DGS HEIGHTS,D.G.BUILDERS,Borivali,Mumbai Suburban,400063,MAHARASHTRA,2026-06-01,maharera
P50100000101,NISARG GARDEN,DILIP DEVICHAND CHAUDHARI,Akola,Akola,444001,MAHARASHTRA,2017-07-03,maharera
P52100002029,Dwarika Nagari,Yashodhan Associates,Haveli,Pune,411048,MAHARASHTRA,2017-07-31,maharera
P50500012638,Construction of 14 Rowhouses at Waddhamna Nagpur,MHADA(Nagpur Board),Hingna,Nagpur,441110,MAHARASHTRA,2017-09-06,maharera
P49900000128,RADHA RAMAN APARTMENT,SARVESHWAR ASSOCIATES,Jalgaon,Jalgaon,425001,MAHARASHTRA,2017-07-05,maharera
P50100000435,SPRING DIVISHA,SIDDHARTH DEVELOPERS,Akola,Akola,444001,MAHARASHTRA,2017-07-17,maharera
P50500007042,Sumangal Vihar,Sunil Laddhad & Nimish Laddhad (AOP),Hingna,Nagpur,440016,MAHARASHTRA,2026-04-13,maharera
P51700002939,K T PREMIA,K T & CO,Bhiwandi,Thane,421302,MAHARASHTRA,2017-08-04,maharera
P52100000783,BELLA VITA,MALKANI PROPERTIES,Haveli,Pune,412207,MAHARASHTRA,2017-07-23,maharera
P51700000644,THANEKAR PARKLAND,AJAY MADHUKAR THANEKAR,Ambarnath,Thane,421503,MAHARASHTRA,2021-05-11,maharera
P50900000159,"Site No.124, Datala, New Chandrapur",MHADA(Nagpur Board),Chandrapur,Chandrapur,442401,MAHARASHTRA,2017-07-05,maharera
P51500000594,RAAJ SWAPNAPURTI,S RAAJ ASSOCIATES,Aurangabad,Aurangabad,431001,MAHARASHTRA,2017-07-18,maharera
P51600005059,Royal Empire,Pekhale Patil Construction,Nashik,Nashik,422003,MAHARASHTRA,2017-08-09,maharera
P51500005443,The HUB,ZAMBAD INFRASTRUCTURE LIMITED,Aurangabad,Aurangabad,431154,MAHARASHTRA,2017-08-11,maharera
P50500000774,"Construction of 29 HIG Bunglow at Waddhamna,Nagpur",MHADA(Nagpur Board),Hingna,Nagpur,441110,MAHARASHTRA,2017-07-23,maharera
P50100001467,LUXURIA,BASERA BUILDCON,Akola,Akola,444001,MAHARASHTRA,2017-07-28,maharera
P51600001657,ROONGTA CHITRAKOOT APARTMENT,SHREE TIRUMALA BUILDCON,Nashik,Nashik,422009,MAHARASHTRA,2018-04-17,maharera
P51800000819,Deluxe Apartments,West Avenue Realtors Private Limited,Andheri,Mumbai Suburban,400055,MAHARASHTRA,2023-01-03,maharera
P52100000071,Pratham Yash Residency,PRATHAM YASH ASSOCIATES,Haveli,Pune,411047,MAHARASHTRA,2019-02-06,maharera
P50500007644,JANAI - BALAJI APARTMENTS,UNIQUE DEVELOPERS,Nagpur (Urban),Nagpur,440015,MAHARASHTRA,2021-09-09,maharera
P52200000077,SKY COURT,ASPIRE CONSTRUCTIONS LLP,Nagar,Ahmednagar,414003,MAHARASHTRA,2025-12-29,maharera
P52000000003,Bliss Studio,BALSAM BUILDERS,Karjat,Raigarh,410201,MAHARASHTRA,2026-05-21,maharera
P50500013013,NANIKS ASHTAVINAYAK VRINDAVAN,NANIK ASSOCIATES,Nagpur (Urban),Nagpur,440030,MAHARASHTRA,2017-09-12,maharera
P50500004982,kASTURI HEIGHT,SKY DEVELOPERS AND PROMOTERS INDIA PVT. LTD.,Nagpur (Urban),Nagpur,440008,MAHARASHTRA,2024-01-03,maharera
P50000006509,Nakshtra Residency,Amit  Mahajan,Buldana,Buldana,443001,MAHARASHTRA,2017-08-14,maharera
P52100000738,SunShine Residency,Concrete Constructions,Pune City,Pune,411037,MAHARASHTRA,2017-07-23,maharera
P50500000583,SHREE NARAYANA CLASSIC,SHREE LAXMI VENTURE PVT LTD,Umred,Nagpur,441203,MAHARASHTRA,2017-07-18,maharera
P51600000075,AANUSHREE RESIDENCY,ABHAY CHANDMAL JAIN,Nashik,Nashik,422006,MAHARASHTRA,2017-06-28,maharera
P52200007387,Bliss Complex,Nitin Ganpatrao Thanekar,Nagar,Ahmednagar,414001,MAHARASHTRA,2017-08-17,maharera
P50500000800,SHREE LAXMI MILESTONE,SHREE LAXMI VENTURE PVT LTD,Nagpur (Urban),Nagpur,440034,MAHARASHTRA,2017-07-23,maharera
P52300014086,SAIDARSHAN RESIDENCY,RAJENDRA NAMDEV JADHAV,Ambejogai,Beed,431517,MAHARASHTRA,2017-11-07,maharera
P52600002721,Manmeet Blossom,Solapur Infracon Pvt Ltd,Solapur North,Solapur,413001,MAHARASHTRA,2017-08-04,maharera
P52800000018,Aathley Sankul,Arihant Vastu Nirman Pvt. Ltd,Ratnagiri,Ratnagiri,415612,MAHARASHTRA,2017-06-08,maharera
P50300003113,Naman Vihar,NAMAN VENTURES PRIVATE LIMITED,Amravati,Amravati,444901,MAHARASHTRA,2017-08-04,maharera
P50500012509,HIBISCUS GARDEN,URICH GRACE INFRASTRUCTURE PVT LTD,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2017-09-01,maharera
P49900000226,Sukruti Pinnacle,Arihant Developers,Jalgaon,Jalgaon,425001,MAHARASHTRA,2017-07-10,maharera
P52100000011,Yashwin Jeevan,Vilas Javdekar & Sanjeevani Developers LLP,Mulshi,Pune,411021,MAHARASHTRA,2017-05-26,maharera
P50500003460,ROSE GARDEN,URICH GRACE INFRASTRUCTURE PVT LTD,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2017-08-05,maharera
P51000001829,Tirupati Imperials,Shri Tirupati Corporations,Digras,Yavatmal,445203,MAHARASHTRA,2017-07-29,maharera
P51000009219,R M Dhariwal Greens Yavatmal Phase 1,Dhariwal And Chhoriya Developers LLP,Yavatmal,Yavatmal,445001,MAHARASHTRA,2021-09-09,maharera
P51700000829,Mohan Areca,MOHAN LIFESPACES LLP,Ambarnath,Thane,421503,MAHARASHTRA,2021-09-08,maharera
P52100000088,Acropolis,Millennium Developers,Mulshi,Pune,411057,MAHARASHTRA,2017-06-28,maharera
P51500004987,OMICRON ASPIRE,OMICRON DEVELOPERS,Aurangabad,Aurangabad,431007,MAHARASHTRA,2017-08-09,maharera
P50500014110,SHREE SAI APARTMENT,D. P. INFRASTRUCTURE,Nagpur (Urban),Nagpur,444606,MAHARASHTRA,2017-11-07,maharera
P52200000247,The Courtyard Phase-I Building E and C,Marc Developers,Nagar,Ahmednagar,414003,MAHARASHTRA,2017-07-10,maharera
P51600008360,Royale,Ashoka Infraways Limited,Nashik,Nashik,422006,MAHARASHTRA,2021-09-09,maharera
P50500006445,Bloomdale Building 04,Mahindra Bebanco Developers Limited,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2017-08-14,maharera
P51000001945,Viraj Shopping Mall,Viraj Shopping Mall,Digras,Yavatmal,445203,MAHARASHTRA,2017-07-29,maharera
P53000000915,MEERA BHAKTI RESIDENCY,SHP Properties Private Limited,Karvir,Kolhapur,416012,MAHARASHTRA,2018-04-13,maharera
P50500008330,SUVARNABHOOMI,TIRUPATI DEVELOPERS,Nagpur (Rural),Nagpur,440018,MAHARASHTRA,2022-03-24,maharera
P50100003967,RAM-TECH HEIGHTS,BANGAD BUILDERS PVT.LTD,Akola,Akola,444001,MAHARASHTRA,2018-04-13,maharera
P51600000211,BUSINESS SQUARE,VASTUKRUPA CONSTRUCTION (INDIA) PVT LTD,Nashik,Nashik,422002,MAHARASHTRA,2020-06-13,maharera
P50500008320,DHANBHOOMI 1,TIRUPATI DEVELOPERS,Hingna,Nagpur,440023,MAHARASHTRA,2021-10-12,maharera
P50500005448,Bloomdale Bloomdale 07,Mahindra Bebanco Developers Limited,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2021-09-09,maharera
P52200000214,AKASHGANGA,NAVRANG DEVELOPERS,Shrigonda,Ahmednagar,413701,MAHARASHTRA,2024-12-21,maharera
P51700000053,GOLDSTAR DECENT HOMES,GOLDSTAR SANKALP CONSTRUCTION,Thane,Thane,401107,MAHARASHTRA,2019-01-09,maharera
P50600012640,construction of 26 shops and 03 halls at khat road Bhandara,MHADA(Nagpur Board),Bhandara,Bhandara,441904,MAHARASHTRA,2017-09-06,maharera
P51500001817,Ekdant Srushti Phase-1,Sanjeevkumar Harakchand Kankariya,Aurangabad,Aurangabad,431001,MAHARASHTRA,2017-07-29,maharera
P50300007973,SHREE SHARDUL NEST,SHARDUL ASSOCIATES,Amravati,Amravati,444603,MAHARASHTRA,2017-08-18,maharera
P50500008536,Bloomdale Building 08,Mahindra Bebanco Developers Limited,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2020-06-13,maharera
P52100000983,Gini Viviana F Bldg Phase 2,Gini Citicorp Realty LLP,Haveli,Pune,411045,MAHARASHTRA,2018-04-10,maharera
P50500006483,Bloomdale Building 09,Mahindra Bebanco Developers Limited,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2020-06-13,maharera
P50200001506,TIRUPATI CITY PHASE IV,TIRUPATI SUPERSTRUCTURES PVT LTD,Washim,Washim,444505,MAHARASHTRA,2017-07-28,maharera
P51500001970,Aurum,Sanjeevkumar Harakchand Kankariya,Aurangabad,Aurangabad,431001,MAHARASHTRA,2017-07-31,maharera
P50500007925,Bloomdale Row House 5,Mahindra Bebanco Developers Limited,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2019-01-04,maharera
P52100000051,Athashri Xion,PSC Pacific,Mulshi,Pune,411057,MAHARASHTRA,2017-06-19,maharera
P52100000641,SILVER CREST,AVNEE LANDMARKS LLP,Haveli,Pune,411017,MAHARASHTRA,2017-07-19,maharera
P50500007914,Bloomdale Row House 6,Mahindra Bebanco Developers Limited,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2019-01-09,maharera
P51500000376,Pride Phoenix Building - A,ABAD ESTATE AOP,Aurangabad,Aurangabad,431001,MAHARASHTRA,2017-07-15,maharera
P50100003137,Vrindavan Garden,Shri Gokul Developers,Akola,Akola,444001,MAHARASHTRA,2017-08-04,maharera
P50000002097,TIRUPATI HOMES,TIRUPATI HOMES,Mehkar,Buldana,443301,MAHARASHTRA,2022-01-31,maharera
P51500010032,FORTUNE PARK,ARIHANT VENTURES,Aurangabad,Aurangabad,431002,MAHARASHTRA,2021-09-09,maharera
P50500008161,Bloomdale Row House 7,Mahindra Bebanco Developers Limited,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2020-06-14,maharera
P51600000119,HARI SPARSH II,DHARAN INFRA-EPC LIMITED,Nashik,Nashik,422502,MAHARASHTRA,2017-07-05,maharera
P50500007843,Bloomdale Duplex Home 3,Mahindra Bebanco Developers Limited,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2018-07-16,maharera
P51500002358,SAI ASPIRE,VIKAS LAXMAN CHAUDHARY,Aurangabad,Aurangabad,431005,MAHARASHTRA,2020-06-14,maharera
P50300011197,GREEN PARK,RAASHI BUILDERS AND DEVELOPERS LLP,Amravati,Amravati,444601,MAHARASHTRA,2018-10-17,maharera
P50300007591,RASHI TRINITY,RAASHI ASSOCIATES,Amravati,Amravati,444605,MAHARASHTRA,2017-08-17,maharera
P52500009575,R M Dhariwal Township Tuljapur Plotting,Dhariwal And Chhoriya Buildcon Pvt Ltd,Tuljapur,Osmanabad,413601,MAHARASHTRA,2017-08-22,maharera
P50500007215,Bloomdale Duplex Home 4,Mahindra Bebanco Developers Limited,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2019-01-30,maharera
P51600001184,NIRMAN DWARKAPURAM,NIRMAN ESTATE DEVELOPERS PVT LTD,Nashik,Nashik,422011,MAHARASHTRA,2017-07-27,maharera
P49900000250,PANDIT CORNER,SAGAR PANDIT TADE,Jalgaon,Jalgaon,425001,MAHARASHTRA,2017-07-10,maharera
P50500009336,Bloomdale Duplex Home 6,Mahindra Bebanco Developers Limited,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2021-09-09,maharera
P51500005255,Adinath Suvastu,ADINATH DEVELOPERS,Aurangabad,Aurangabad,431007,MAHARASHTRA,2017-08-11,maharera
P50300010072,SHREE GURU PUSHP AMRUT PARIWAR,Sudhir Rameshrao Wakode,Amravati,Amravati,444603,MAHARASHTRA,2017-08-23,maharera
P50500009166,VEDANT PERIDOT,NANIS BUILDCON PRIVATE LIMITED,Nagpur (Urban),Nagpur,440022,MAHARASHTRA,2017-08-19,maharera
P50300008578,JANKI RESIDENCY,AMIT VINOD SAHU,Amravati,Amravati,444606,MAHARASHTRA,2017-08-19,maharera
P51500004795,SAI SANKUL PHASE-II,SHREE VENKATESH DEVELOPERS,Aurangabad,Aurangabad,431003,MAHARASHTRA,2017-08-09,maharera
P51600000245,Nayantara Presidency Phase 1,Pancharatna Builcon Pvt. Ltd,Nashik,Nashik,422002,MAHARASHTRA,2024-08-20,maharera
P52200000608,Aaradhya Residency,Aaradhya Developers,Nagar,Ahmednagar,414001,MAHARASHTRA,2017-07-18,maharera
P52500009268,Chhoriya Township Plotting Layout Paranda,Pragati Infra Services Pvt. Ltd.,Paranda,Osmanabad,413502,MAHARASHTRA,2017-08-22,maharera
P50500012141,VEDANT EMERALD PHASE 2,NANIS BUILDCON PRIVATE LIMITED,Nagpur (Urban),Nagpur,440022,MAHARASHTRA,2017-09-01,maharera
P51500001293,Sai Bhadra Residency,Sai Builders,Aurangabad,Aurangabad,431005,MAHARASHTRA,2017-07-27,maharera
P50300004928,JOG CHARITABLE MEDICAL RELIF FUND HOSPITAL AND RACHANASHRI COMMERCIALS,M/S RACHANA BUILDERS AND DEVELOPERS,Amravati,Amravati,444601,MAHARASHTRA,2017-08-09,maharera
P51600000079,Nayantara Presidency Phase 2,Pancharatna Builcon Pvt. Ltd,Nashik,Nashik,422002,MAHARASHTRA,2023-04-21,maharera
P51600000133,Nayantara Presidency Phase 3,Pancharatna Builcon Pvt. Ltd,Nashik,Nashik,422002,MAHARASHTRA,2026-04-16,maharera
P50500000920,"Construction of 42 MIG Ts at Surabardi S.No.20/1,20/2",MHADA(Nagpur Board),Nagpur (Rural),Nagpur,440023,MAHARASHTRA,2017-07-25,maharera
P51700000095,Evergreen Heights,Vijay Vasudev Wadhwa,Thane,Thane,400605,MAHARASHTRA,2017-06-30,maharera
P50400000911,SHIVNERI FORT,VMB HOMES,Wardha,Wardha,442001,MAHARASHTRA,2017-07-25,maharera
P51600000098,Nayantara Presidency Phase 4,Pancharatna Builcon Pvt. Ltd,Nashik,Nashik,422002,MAHARASHTRA,2026-01-20,maharera
P51500000992,HARIKUNJ,DEEPAK RADHESHYAM JHUNJHUNWALA,Paithan,Aurangabad,431105,MAHARASHTRA,2024-02-28,maharera
P51500000852,PRIDE PHOENIX BUILDING D,ABAD ESTATE AOP,Aurangabad,Aurangabad,431001,MAHARASHTRA,2017-07-23,maharera
P50300008611,PURVA RESIDENCY CONDOMINIUM,NAKSHATRA BUILDERS & DEVELOPERS,Amravati,Amravati,444604,MAHARASHTRA,2017-08-19,maharera
P50500000760,Anirudh Residency,Globe Associates,Nagpur (Urban),Nagpur,440024,MAHARASHTRA,2017-07-23,maharera
P50400009975,R M Dhariwal Township Wardha Plotting,Dhariwal And Chhoriya Buildcon Pvt Ltd,Wardha,Wardha,442111,MAHARASHTRA,2017-08-23,maharera
P50300006488,UTTARA RESIDENCY CONDOMINIUM,NAKSHATRA BUILDERS & DEVELOPERS,Amravati,Amravati,444604,MAHARASHTRA,2017-08-14,maharera
P51500000331,PRIDE PHOENIX BUILDING B1-B2,ABAD ESTATE AOP,Aurangabad,Aurangabad,431001,MAHARASHTRA,2017-07-15,maharera
P51600001270,MADHOORS ANANDAM,Madhoor Buildwell Pvt. Ltd.,Nashik,Nashik,422401,MAHARASHTRA,2025-01-01,maharera
P50500002363,CASA LOTUS,R. C. CON ASSOCIATES JV,Hingna,Nagpur,441110,MAHARASHTRA,2020-06-16,maharera
P52100000084,Park Infinia Phase III,Kumar Properties and Real Estate Pvt. Ltd.,Haveli,Pune,412308,MAHARASHTRA,2017-06-28,maharera
P51800000165,"The Trees, Residential Phase 1",Godrej Properties Limited,Kurla,Mumbai Suburban,400079,MAHARASHTRA,2018-03-21,maharera
P50500012639,"Construction of 320 flats under HIGHS at MHADA City Empress Mill No.-5, Subhash Road, Nagpur. Ph I",MHADA(Nagpur Board),Nagpur (Urban),Nagpur,440001,MAHARASHTRA,2017-09-06,maharera
P51500000337,PRIDE PHOENIX BUILDING C1-C2,ABAD ESTATE AOP,Aurangabad,Aurangabad,431001,MAHARASHTRA,2017-07-15,maharera
P50300004204,VIMACO RESIDENCY II,ABBASALI AHTESHAM HUSAIN HAJI,Amravati,Amravati,444601,MAHARASHTRA,2017-08-09,maharera
P51600001608,Madhoor Maitri,Madhoor Mangal Associates,Nashik,Nashik,422007,MAHARASHTRA,2021-09-09,maharera
P50300008036,SHIVAJI ENCLAVE - 2,SUBHASH DEVIDAS BHARSAKALE,Amravati,Amravati,444607,MAHARASHTRA,2017-08-18,maharera
P50500000300,PIONEER TULIP,Tarangan Infraventures Private Limited,Nagpur (Urban),Nagpur,440016,MAHARASHTRA,2017-07-15,maharera
P52400001029,VENKATESHWARA GREENS,LAHOTI PROPERTIES,Latur,Latur,413531,MAHARASHTRA,2026-05-07,maharera
P51600000423,HARI AAKRUTI,KARDA BUILDCON PRIVATE LIMITED,Nashik,Nashik,422011,MAHARASHTRA,2019-01-04,maharera
P51700000006,THE PALMS,METRO DEVELOPMENT,Thane,Thane,400706,MAHARASHTRA,2017-05-23,maharera
P51100005371,LAIJAI NAGARI,KAMLESH BACHEWAR,Nanded,Nanded,431605,MAHARASHTRA,2017-08-11,maharera
P50500011007,"EMPRESS ROYAL A, B, C, D",BEACON REALCON PVT LTD,Nagpur (Urban),Nagpur,440018,MAHARASHTRA,2025-07-08,maharera
P50500012169,EMPRESS DREAMS,KAUSHAL LOGISTICS PRIVATE LIMITED,Nagpur (Urban),Nagpur,440018,MAHARASHTRA,2025-07-08,maharera
P50300010282,THE EMPIRE MALL,SOL POWER PRIVATE LIMITED,Amravati,Amravati,444601,MAHARASHTRA,2017-08-24,maharera
P51500002176,PREET TOWER,PREET CONSTRUCTION,Aurangabad,Aurangabad,431154,MAHARASHTRA,2017-07-31,maharera
P50500009773,EMPRESS ROYAL EFGH,VIGNAHARTA CORRUGATORS PVT LTD,Nagpur (Urban),Nagpur,440018,MAHARASHTRA,2017-08-22,maharera
P51600000534,HARI VASANT,Hari Vasant Association of Allottees,Nashik,Nashik,422005,MAHARASHTRA,2025-04-28,maharera
P99000003915,Golden Eye,Kotak Sons,Palghar,Palghar,401407,MAHARASHTRA,2017-08-06,maharera
P50300002270,SAI HEIGHTS,SAI HEIGHTS,Amravati,Amravati,444603,MAHARASHTRA,2017-07-31,maharera
P51500001044,ORCHID,VISION VENTURES,Aurangabad,Aurangabad,431001,MAHARASHTRA,2017-07-25,maharera
P52200001520,ADARSH NIVARA,MEENA PRAKASH JAIN,Nagar,Ahmednagar,414001,MAHARASHTRA,2018-03-21,maharera
P52100008111,SQUARE PARK 1,K K BUILDCON AMENITY AND A BUILDING,Shirur,Pune,412208,MAHARASHTRA,2019-01-12,maharera
P99000017141,Kotak Royale,Kotak Sons,Palghar,Palghar,401404,MAHARASHTRA,2024-07-10,maharera
P51600005366,PARIJAT SAHNIWAS,ANIKET ANANT PATIL,Nashik,Nashik,422005,MAHARASHTRA,2017-08-11,maharera
P51500000615,SHRIRAM PARK,UNIQUE BUILDERS,Aurangabad,Aurangabad,431002,MAHARASHTRA,2017-07-18,maharera
P50500000792,Construction of 240 T/S under LIG,MHADA(Nagpur Board),Hingna,Nagpur,440023,MAHARASHTRA,2017-07-23,maharera
P51500001320,SILVER PEARLSS,VIKAS LAXMAN CHAUDHARY,Aurangabad,Aurangabad,431005,MAHARASHTRA,2017-12-27,maharera
P50300010045,CHIRAG CITY,CHIRAG CONSTRUCTIONS,Amravati,Amravati,444606,MAHARASHTRA,2017-08-23,maharera
P50500011849,BALAJI,BALAJI KRUPA REALESTATE AND DEVLOPERS,Umred,Nagpur,441203,MAHARASHTRA,2017-08-31,maharera
P51600000220,HARI VATIKA,DHARAN INFRA-EPC LIMITED,Nashik,Nashik,422401,MAHARASHTRA,2017-07-10,maharera
P51800006315,VARDHMAN EMPIRE,VARDHMAN DEVELOPERS LTD,Borivali,Mumbai Suburban,400067,MAHARASHTRA,2020-06-17,maharera
P50200003441,PATNI COMMERCIAL COMPLEX PHASE-4,TULSI INFRA PROJECTS PVT LTD,Washim,Washim,444505,MAHARASHTRA,2017-08-05,maharera
P51400001484,krishnakunj phase - I,Krishna developr,Jalna,Jalna,431203,MAHARASHTRA,2017-07-28,maharera
P51500009980,Green Space Residency (Project-1) A Building,Marathwada Constructions Pvt Ltd,Aurangabad,Aurangabad,431005,MAHARASHTRA,2023-07-16,maharera
P50500001612,Siddhivinayak Appartment,Vijay Construction & Developers,Nagpur (Rural),Nagpur,440034,MAHARASHTRA,2017-11-24,maharera
P51600000228,HARI NAMAN,DHARAN INFRA-EPC LIMITED,Nashik,Nashik,422101,MAHARASHTRA,2018-05-03,maharera
P51600000225,HARI SPARSH PHASE III,DHARAN INFRA-EPC LIMITED,Nashik,Nashik,422502,MAHARASHTRA,2017-07-10,maharera
P50500001454,SHIVARPAN,Raghuveer Constructions,Nagpur (Urban),Nagpur,440008,MAHARASHTRA,2018-04-18,maharera
P50500000429,PIONEER TAMARIND COURT- PLOT NO.3,Tarangan Infraventures Private Limited,Nagpur (Urban),Nagpur,440005,MAHARASHTRA,2020-06-16,maharera
P51600000880,GARDEN VIEW,AJIT SURESH BANE,Nashik,Nashik,422101,MAHARASHTRA,2017-07-23,maharera
P52100000073,PEBBLE PARK D1,Kumar Construction and Properties Pvt Ltd,Haveli,Pune,411028,MAHARASHTRA,2017-06-28,maharera
P52100000008,Sai Saroj,M/S Vighnaharta Developers,Haveli,Pune,412101,MAHARASHTRA,2020-02-24,maharera
P51500011621,The Auracon,Auracon Ventures,Aurangabad,Aurangabad,431009,MAHARASHTRA,2025-06-16,maharera
P51000009928,RAM SHEWALKAR PARISAR,SHEWALKAR DEVELOPERS LIMITED,Wani,Yavatmal,445304,MAHARASHTRA,2017-08-22,maharera
P50500010251,SHALWAK ELITE,SHALWAK INFRABULLS,Nagpur (Urban),Nagpur,440012,MAHARASHTRA,2017-08-24,maharera
P50900011550,TARA RESIDENCY,VAIBHAVI BUILDERS,Chandrapur,Chandrapur,442402,MAHARASHTRA,2020-08-07,maharera
P51000005291,RANWARA APPARTMENT,PURI ENGINNEING MARVELS,Yavatmal,Yavatmal,445001,MAHARASHTRA,2017-08-11,maharera
P51100002164,Vithai Apartments,Amar Constructios,Nanded,Nanded,431602,MAHARASHTRA,2017-07-31,maharera
P50300008305,The Best Residency,Pawan Kisanrao Shende,Amravati,Amravati,444603,MAHARASHTRA,2017-08-18,maharera
P50500000856,KASTURI APPARTMENTS,SKY DEVELOPERS AND PROMOTERS INDIA PVT. LTD.,Kalameshwar,Nagpur,441501,MAHARASHTRA,2021-09-09,maharera
P52600000065,Shhraddha Vishwa,Shhraddha Enterprises,Solapur North,Solapur,413002,MAHARASHTRA,2017-06-22,maharera
P51500006528,kalyani classic,Bhagwan pandurang Ghadge,Aurangabad,Aurangabad,431010,MAHARASHTRA,2017-08-14,maharera
P51500002622,Tirumala Royal,Tirumala Builders,Aurangabad,Aurangabad,431010,MAHARASHTRA,2017-08-02,maharera
P50300015867,SHREE APPARTMENT,SHARDUL ASSOCIATES,Amravati,Amravati,444603,MAHARASHTRA,2018-03-28,maharera
P51900000070,A. M. Residency,ALFA MANA REALTORS PVT LTD,Ward E,Mumbai City,400010,MAHARASHTRA,2026-04-08,maharera
P50300011855,RAJ TOWNSHIP,RAJ ASSOCIATES,Amravati,Amravati,444601,MAHARASHTRA,2020-06-14,maharera
P51500004842,Choudhary Bhuvi landmarks - I,NEST DEVELOPERS,Aurangabad,Aurangabad,431136,MAHARASHTRA,2017-08-09,maharera
P51600000349,HARI KIRAN,KARDA BUILDCON PRIVATE LIMITED,Nashik,Nashik,422101,MAHARASHTRA,2017-07-15,maharera
P50300002028,Sai Heritage,Sai Datta Developers,Amravati,Amravati,444607,MAHARASHTRA,2017-07-31,maharera
P52100001789,"A3, Song of Joy, Geras Greensville2",Gera Developments Private Limited,Pune City,Pune,411014,MAHARASHTRA,2017-07-29,maharera
P51800001136,Neelyog Aashiyana,Neelyog Construction Pvt Ltd,Borivali,Mumbai Suburban,400067,MAHARASHTRA,2017-07-26,maharera
P50300003680,PRATIK TOWER,KAMAL DIGRILAL MALVIYA,Amravati,Amravati,444606,MAHARASHTRA,2017-08-06,maharera
P51400002209,Morya Residency Phase II,ABHAY LAXMANRAO KULKARNI,Jalna,Jalna,431203,MAHARASHTRA,2017-07-31,maharera
P50500001173,AVISHKAR RESIDENCY,SHREE DYC REALITIES PVT. LTD.,Nagpur (Urban),Nagpur,440013,MAHARASHTRA,2017-07-27,maharera
P52100000252,SELENA B,Kumar Construction and Properties Pvt Ltd,Haveli,Pune,411021,MAHARASHTRA,2017-07-10,maharera
P50500002554,"Constuction of 56 flats under EWS and 21 LIG at S.No. 11-12/3 at Mouza- Wanjara, Nagpur",MHADA (Nagpur Board),Nagpur (Urban),Nagpur,440026,MAHARASHTRA,2017-08-01,maharera
P50300007094,MANAV MANDIR,TARUN CONSTRUCTION COMPANY,Amravati,Amravati,444606,MAHARASHTRA,2017-08-17,maharera
P51500002803,ARCH SAPTARANG,ARCH DEVELOPERS,Aurangabad,Aurangabad,431001,MAHARASHTRA,2017-08-04,maharera
P51500005043,NAMAN VIHAR,SANJAY SHYAMLAL VYAS,Aurangabad,Aurangabad,431102,MAHARASHTRA,2017-08-09,maharera
P50300003761,VARDVINAYAK RESIDENCY,RAVI PANJABRAO GHURDE,Amravati,Amravati,444604,MAHARASHTRA,2017-08-06,maharera
